Name;Longitude;Latitude
Myrina II (PA-KTM-18);-52.2481195;-4.717307126
Typytiuu (PA-KTM-19);-52.23841958;-4.519979829
Itaaka (PA-KTM-20);-52.56248456;-3.785845246
Nova Esperan?a;-54.895503;-2.706999
Bom Futuro;-54.90156342;-2.727352189
Belterra/Vila Americana;-54.944281;-2.639187
Km 42;-54.87155095;-2.686940816
Ramal do Lim?o/Fazenda N.S. Aparecida;-54.83146262;-2.666998631
S?o Martinho;-54.83243508;-2.655826137
Comunidade do Amap?;-54.818683;-2.649329
Cedro;-54.78072705;-2.640148344
Tabocal;-54.7318411;-2.621382944
S?o Pedro;-54.96611;-2.727337
Santo Antonio - km 60;-54.89023008;-2.831357493
F? em Deus;-54.92150561;-2.953342846
Sitio da Zinha;-54.75443786;-2.622418323
Andirobal;-54.74799507;-2.534156993
S?o Jos?;-54.71972211;-2.567229617
Nova Conquista;-54.83950236;-2.665457855
Paran? do Arauep? (PA-ST-43);-55.563727;-3.995597
Quieto (PA-AI-01);-55.13989638;-8.110777198
Tala (PA-AI-02);-55.12284701;-8.208502297
Bedin (PA-AI-03);-55.12648116;-8.446128066
Semeador (PA-AI-04);-55.12723976;-8.48079371
Nossa Senhora Aparecida (PA-AI-05);-55.10516018;-8.527878835
Cachoeira da Serra (PA-AI-06);-55.03968368;-8.630214055
Bacia de Polimento;-55.02834914;-8.614046453
Rupestre;-54.91220019;-9.82921116
Afiadores;-55.09148663;-8.319734992
Estreito dos Mosquitos;-44.35609358;-3.202819969
Pedrinhas;-44.50218585;-3.348589377
Boca do Campo;-44.81479767;-3.556235494
Igarap? do Meio 1;-45.20371388;-3.635084352
Igarap? do Meio 2;-45.2252918;-3.645989741
Rocinha;-45.45416376;-3.716720257
Alto Alegre do Pindar? 1;-45.70758824;-3.652324568
Alto Alegre do Pindar? 2;-45.92221626;-3.695856451
Alto Alegre do Pindar? 3;-45.93069738;-3.703699275
Alto Alegre do Pindar? 4;-46.19438876;-3.870713589
Alto Alegre do Pindar? 5;-46.20146798;-3.896988069
Bom Jesus das Selvas 1;-46.78472016;-4.385328789
Bom Jesus das Selvas 2;-46.78644234;-4.385975722
S?o Pedro 10;-48.31480641;-5.149153733
S?o Pedro 11;-48.49698006;-5.166110724
S?o Pedro 12;-48.51409719;-5.178108394
S?o Pedro 13;-48.51955789;-5.18102204
S?o Pedro 14;-48.56504783;-5.216340422
Marab? 3;-49.6552919;-5.738295057
Marab? 4;-49.68555472;-5.755531015
Marab? 5;-49.68909915;-5.761309286
Marab? 6;-49.78030769;-5.825564043
Curion?polis 1;-49.80304016;-5.863273771
Curion?polis 2;-49.80471396;-5.857651713
Paraupebas 1;-49.80530454;-5.872974231
Ilha da Montanha;-48.51952086;-5.409596751
Pont?o;-48.52184003;-5.366982346
S?o Francisco;-48.47042328;-5.392872726
Castelo dos Sonhos I;-55.16648924;-7.920004686
Novo Progresso I;-55.47841487;-6.752451686
Novo Progresso II;-55.44943312;-6.96463052
Serra Negra;-55.33065542;-7.253358648
S?o Valentim;-55.17857493;-7.893657451
Km 1.000;-55.20747929;-7.726571697
Separa??o;-55.27056952;-7.486231684
Nova Esperan?a;-55.26708495;-7.487682753
Fazenda ABP;-55.29925306;-7.339629121
Fazenda Progresso I;-55.37406805;-7.1535983
Boa Esperan?a;-55.40153686;-7.090541766
Santa Luzia;-55.40476752;-7.082920994
Comunidade S?o Jos?;-55.504879;-6.641050726
Fazenda Vera Cruz;-55.50661898;-6.627871148
Fazenda Bela Vista;-55.18137427;-7.871410221
Fazenda Santa B?rbara;-55.28954497;-7.447715123
Fazenda S?o Jos?;-55.29029949;-7.421279597
Comunidade Alvorada;-55.31021916;-7.294297719
Fazenda Lobo;-55.36678334;-7.195890545
Canta Galo;-55.34436236;-7.151720188
Fazenda Santa Helena;-55.48199553;-6.732604527
Fazenda D.T.;-55.43407434;-6.846699291
L.S.;-55.3095134;-7.286898711
Natal;-55.49837368;-6.671686987
Santa Terezinha;-55.50547713;-6.58042763
Arubi;-56.75326667;-2.086566667
Fazenda Cacau;-55.45980951;-4.190605159
Pedro das Tintas;-55.523967;-4.206664
?gua Azul;-55.35336544;-4.167545025
Moju;-54.91348624;-3.416807175
Fazenda Mutum;-54.87929888;-3.505928397
Fazenda Santa Catarina;-54.78820679;-3.92717095
Porto de Santar?m (PA-ST-42);-54.7374366;-2.415822049
8? BEC/Montanha;-54.73271193;-2.499344119
Acampamento;-54.964782;-2.633141529
A?uzal;-54.73541137;-2.590309779
Aldeia;-54.7175418;-2.418970639
Alter do Ch?o;-54.95233025;-2.503323567
Amap? 1;-54.816199;-2.640862
Amap? 2;-54.81295562;-2.639591026
Aramana?;-54.99994312;-2.711553192
Barreto;-54.81812254;-2.651099727
Binzal;-54.79546151;-2.83166838
Boa F?;-54.68061202;-2.631937321
Cacoalinho;-54.91721157;-2.623768232
Cajutuba 1;-54.99991194;-2.67001608
Cajutuba 2;-54.99869397;-2.67259998
Cajutuba 3;-55.00059922;-2.66755789
Cajutuba 4;-54.98613207;-2.690047537
Capiranga;-54.90705179;-2.474157439
Carapanar? 1;-54.84611499;-2.424262965
Carapanar? 2;-54.85660125;-2.432000548
Carapanar? 3;-54.8675496;-2.426051021
Caxambu;-54.97912514;-2.540254676
Cedro Rei;-54.94244345;-2.615022101
Cemit?rio Belterra;-54.94696091;-2.650796923
Cemit?rio Santa Maria;-54.97904063;-2.61658278
Chagas;-54.94357878;-2.62996017
Comunidade Terra Preta;-54.70300486;-2.611350098
Cuiarana;-54.71146306;-2.561375003
Dez de Julho;-54.72846271;-2.58543375
Dona Gita;-54.70753974;-2.583931466
Est?bulo;-54.95179217;-2.654222589
Fazenda Cristo Rei;-54.95694328;-2.681753034
Iru?anga;-54.96747281;-2.581085453
Genipapal;-54.96952609;-2.573186538
Genipapo;-54.71798919;-2.581328809
Genipapo 1;-54.94162464;-2.739311009
Genipapo 2;-54.91832993;-2.733420938
Genipapo 3;-54.92203025;-2.735723833
Guaran?;-54.33867938;-2.697801583
Horta;-54.94267176;-2.667479953
Jac?;-54.68289792;-2.605997632
Jatob? 1;-54.86523711;-2.550476502
Jatob? 2;-54.85846132;-2.549172347
Ju?;-54.78060719;-2.430991049
Jurucur?;-54.97546682;-2.545655717
Boa Esperan?a - Km 67;-54.918529;-2.889941
Laguinho;-54.97846088;-2.613688567
Laranjal;-54.98059052;-2.724486365
Lavras 1;-54.74822778;-2.581093743
Lavras 2;-54.75924003;-2.585723805
Lavras 3;-54.76223414;-2.585277107
Lavras 4;-54.7641679;-2.584629637
Lavras 5;-54.76895964;-2.584276502
Lavras 6;-54.76543768;-2.588428782
Lavras 7;-54.76663112;-2.589624208
Lavras 8;-54.76661535;-2.593493401
Lavras 9;-54.78355959;-2.603919752
Maracan?;-54.7599046;-2.427557538
Marar?;-54.6885327;-2.506173029
Miguel das Freiras;-54.71972211;-2.567229617
Mina de Seixo;-54.9567236;-2.64045177
Moreira;-54.9621259;-2.738523479
Murarema;-54.97769765;-2.607466796
Muret?;-54.97685089;-2.528551421
Nossa Senhora de Nazar?;-54.71925784;-2.64535195
Pequi?;-54.92866085;-2.609918151
Pindobal;-54.97837349;-2.555298529
Porto Fluvial/DER;-54.69952824;-2.425846474
Porto Novo 1;-54.99704882;-2.650210339
Porto Novo 2;-54.97719327;-2.630449403
Porto/Vera Paz;-54.7359851;-2.418531637
Praia Porto Novo;-54.9812514;-2.628340302
Ramal do Capim;-54.95724816;-2.746471513
Ramal do Lim?o;-54.83146262;-2.666998631
Ramal do Veado 1;-54.81458981;-2.62521948
Ramal do Veado 2;-54.80757248;-2.607686666
Revolta 1;-54.96658233;-2.735113441
Revolta 2;-54.98502839;-2.732179113
Revolta 3;-54.98721057;-2.728403438
Rua do Cemit?rio do Moju?;-54.64296142;-2.67310428
Santa Maria 1;-54.81012527;-2.586934141
Santa Maria 2;-54.84668036;-2.584393335
Santa Tereza;-54.67029857;-2.494678267
Santana;-54.30701939;-2.480642041
S?o Bento;-54.90021829;-2.75114579
S?o Domingos;-55.01090392;-2.738678203
S?o Francisco;-54.85915904;-2.626219187
S?o Jos?;-54.96903836;-2.73426773
Serra Mocot?;-54.95584304;-2.550633493
Serra do Curucuru?;-54.87905897;-2.547308042
Serra Grande;-54.27439179;-2.534127352
Serra Saubal;-54.7056367;-2.475124213
Terra Preta;-54.96467525;-2.714260749
Riozinho;-55.49051466;-6.452242443
Vale do Aruri;-55.87033223;-5.456203345
Bela Vista;-56.169431;-5.002727588
Santa Luzia I;-56.06458004;-4.765269607
Santa Luzia II;-56.06480989;-4.755301788
Vista Alegre;-56.11622839;-4.778291271
Fazenda Boa Esperan?a;-55.96169816;-5.367437275
Santa F?;-56.22326521;-4.992662332
S?o Luiz;-55.91895933;-4.557579206
?gua Azul II;-55.21303654;-4.971700975
Alem?o;-54.8881468;-9.816552082
Chambal?;-54.868459;-9.716767358
Balne?rio Paraiso;-54.89059495;-9.82140313
Alto Paran?;-54.89799307;-9.801518364
Santo Ant?nio;-54.88324802;-9.828778138
Vale da Serra;-54.89149963;-9.808058359
Serraria Trombetas;-55.776646;-4.341092
Murumuru;-54.49166667;-2.6
TPI 1;-54.53062726;-2.593165386
Murumurutuba;-54.55015256;-2.575759554
S?o Francisco da Cavada;-54.57495823;-2.571447593
TPI 2;-54.59166667;-2.566666667
Abrigo Mauro;-51.11551111;2.627858333
A?aizal (AP-AM-02);-50.78997778;1.790797222
Aldeia Estrela (AP-OI-03);-51.69118956;3.38071275
Alinhamento 1;-50.96321111;2.469386111
Alinhamento 2;-50.96246389;2.468897222
Amap? Grande;-50.89971944;2.156894444
Amapa Grande 1 (AP-CA-41);-50.96013319;2.176537417
Amapa Grande 2 (AP-CA-42);-50.9636765;2.175931333
Amapa Grande 3;-50.96197778;2.184147222
Amap? I;-50.79509444;2.012291667
Cachoeirinha (AP-AM-01);-50.84313744;1.935920444
AP-CA-38;-50.99615869;2.61347025
AP-CA-39;-51.00057575;2.614221167
Palhal;-56.2948;-4.63328
Bonfim;-56.5735;-4.71088
Lage;-56.8357;-5.15934
Prainha;-56.8588;-5.18934
Repouso dos Tavares;-56.8696;-5.16994
Pancada do Gavi?o;-56.932;-5.18766
Uxizal;-56.9533;-5.20949
Guabiraba;-56.651;-4.75068
9? Beck;-55.92088557;-4.399490724
Alvorada;-55.8062828;-4.357329583
Carro Velho;-55.43904402;-4.183256782
Castanha;-55.45867529;-4.199429443
C?u Azul;-55.5050726;-4.204674792
Floresta Verde;-55.34234194;-4.154300865
Km 30;-55.78790754;-4.347658426
Nossa Senhora de F?tima;-55.32806082;-4.152805708
Nossa Senhora de F?tima - Km 35;-55.73760547;-4.324077862
Nossa Senhora de Lourdes;-55.07244946;-4.156272446
Paran? Mirim;-56.01144031;-4.3194196
Pedra Branca;-55.19863717;-4.127436814
Piquizeiro;-55.43956034;-4.204491919
Raimundona;-55.69947811;-4.301185041
Santa Luzia;-55.56250802;-4.257835022
Santa Maria;-55.5545115;-4.222223034
Santo Ant?nio;-55.76614136;-4.395342896
S?o Jo?o;-54.67398416;-9.781294059
Serra Anapuru;-55.57339995;-4.183567662
Serra do Bib?o;-55.65288978;-4.223485609
Serrarias;-55.41779688;-4.182816179
Tr?s Cora??es;-55.47674132;-4.201056654
Vicinal do Km 75;-55.44096184;-4.188180269
Aldeia Pison;-56.5061;-3.43485
Caf? Torrado;-56.058633;-2.2361
Boa Esperan?a do Capiranga;-56.51753333;-3.26995
Boa Esperan?a do Pau Rosa;-56.586;-3.190216667
Boa Esperan?a Mocambo;-56.60191667;-3.099066667
Boa Vista;-56.47641667;-3.375
Brejo;-55.99183333;-3.323633333
Ponta Alta;-56.64185;-2.9302
Dois Irm?os;-56.48375;-3.358566667
Forca;-56.43573334;-3.259766677
Guaranatuba;-56.4920832;-3.292816587
Ilha da Terra Vermelha;-56.45860802;-2.138821961
Jatob?;-56.0532;-3.539633328
Ladeira;-56.02085;-3.419183333
Laguinho;-56.48781667;-3.367916667
Marco Velho;-56.752966;-2.142695
Mocambo;-56.58675566;-3.092817798
Monte Carmelo;-56.43801667;-3.420933333
Nova Independ?ncia;-56.48541667;-3.371433333
S?o Francisco;-56.79260483;-2.107753097
Ponta da Maloca;-56.59563739;-3.15912857
Ponta da Terra Vermelha;-56.45138508;-2.139333846
Ponta do Raimundo Preto;-56.48691667;-3.4385
Ponte;-56.03445;-3.992383333
Porto da Faro;-56.74113333;-2.172116667
Repartimento;-55.83698333;-2.988366667
Rubafo;-55.82336667;-3.006833333
Sama?ma;-56.547116;-3.212851
Santa Isabel;-56.72355;-2.104933333
Terra Preta da Paix?o;-56.75670518;-2.87763119
S?o Jo?o Batista;-56.43573333;-3.418316667
S?o Manuel;-56.59906667;-3.089183333
S?o Raimundo do Sama?ma;-56.58807373;-3.20785936
Sede Azul;-55.77883949;-2.864748557
Sede Kiko;-55.85636667;-2.72095
Abacate;-62.72452056;-3.775435848
Guajar?;-54.98954557;-2.216781742
Guajar? Mirim;-54.97971283;-2.210167959
Arapixuna;-54.84864723;-2.230324521
Laranjal;-54.84723268;-2.257336249
Santa Luzia;-54.85673561;-2.217932383
Carariac?;-54.87394742;-2.19164826
Ponta do Morcego;-54.89123167;-2.177315688
Aninduba;-54.89808962;-2.176746695
Aninduba 2;-54.91326746;-2.177816678
Paricatuba;-54.93207844;-2.183936577
Jacau;-54.94332581;-2.194078394
Membeca;-54.95176088;-2.197164106
Membeca 2;-54.95679688;-2.227821406
Cururu;-55.09721397;-2.25927839
Araci;-55.11410315;-2.266769444
Pedreira;-55.12943099;-2.26537884
Santana;-55.08471249;-2.257923635
Bom Jesus;-55.05893278;-2.251505613
Bom Jesus 2;-55.06818353;-2.257105937
Badajozinho;-55.00080086;-2.228334218
Vila Socorro;-55.15174795;-2.267487411
Castelo Branco;-55.14677736;-2.267209746
Ponta do Itacuminy;-55.15414926;-2.266513908
Itacuminy;-55.16823889;-2.263547867
Pesqueiro;-55.17075183;-2.259572338
Jacarezinho;-55.18165409;-2.260815901
Maracu;-55.18071875;-2.253960434
Jacar?;-55.19334014;-2.246145296
Ponta Acutire??;-55.19822426;-2.243673666
Cemit?rio Acutire??;-55.20475011;-2.243898762
Ponta Caju?;-55.21373278;-2.241866159
Ponta Tucum?;-55.22547269;-2.241880519
Ponta Acai;-55.22874637;-2.240564253
Acai;-55.23504518;-2.242796445
Ajamury;-55.22214139;-2.268444207
Santa Helena;-55.24208387;-2.250274402
Per?-Para?so;-55.27017153;-2.26917195
Per?;-55.27107851;-2.262408848
Contra Dan?a;-55.2875049;-2.260438958
Patura;-55.27559844;-2.256355408
Ponta Per?;-55.26686111;-2.255910899
Enseada Per?;-55.26904672;-2.254936869
Vila Nova Uruari;-55.3031099;-2.276825558
S?o Pedro do Uruari;-55.30007991;-2.277183695
Ponta Cururu ( S?o Jorge);-55.31730666;-2.275323029
Ponta L ivramento;-55.31181332;-2.26802773
Maria Gal?cio;-55.30763291;-2.268149424
Itapeua;-55.02446604;-2.242091758
Patacho;-55.0369604;-2.248311371
Cuipiranga;-55.00872625;-2.236536791
Vila Franca;-55.02369843;-2.342978762
Flechal;-56.27829826;-4.504839371
Morro da Terra Preta;-56.31115578;-4.511782476
Base Uru?;-56.30326107;-4.547977359
Pedral Uru?;-56.29880112;-4.555101331
Gameleira;-56.30198045;-4.557944892
Capelinha;-56.40236388;-4.614556341
Pedral 1 da Capelinha;-56.40445693;-4.612748852
Pedral 2 da Capelinha;-56.40191934;-4.617884981
Pedral 3 da Capelinha;-56.39276752;-4.619378877
Cocalino;-56.32277451;-4.433417717
Novo Arixi;-56.39067104;-4.319710901
Fartur?o;-56.38452591;-4.216849609
Mangal;-56.41684043;-4.26105694
Morro Santa Rosa;-56.2563072;-4.493672534
Maloca;-56.26209232;-4.51310924
Pedral do Cabano;-56.25395529;-4.510767053
Ilha Redonda;-56.2942541;-4.577422547
Ilha do Bananal;-56.26526421;-4.585209101
Bubur?;-56.32606737;-4.615247865
Pedral 1 da Ponta do Bahia;-56.32759618;-4.628818472
Pedral 2 da Ponta do Bahia;-56.33124749;-4.628713379
Ponta do Bahia;-56.33124749;-4.628713379
Usina de Pau Rosa;-56.39848216;-4.673842006
Lorena;-56.54053553;-4.681512347
Ponta do Bom Futuro;-56.61992479;-4.69824174
Franc?s;-56.70755024;-4.759710275
Acar?;-56.72465062;-4.908280016
Clareira 5;-64.52155268;-4.615673022
Clareira 13;-63.62594675;-4.186101945
Clareira 14;-63.49923058;-4.061224763
Clareira 15;-63.42677522;-4.050573312
Arara Tucupi;-61.07978519;-3.242519815
Apito;-61.07537176;-3.231082408
Areal Km 7;-60.13449837;-3.198692476
Terra Preta;-60.55794721;-3.225264849
Km 107;-64.47694812;-4.562779988
Km 108;-64.46916777;-4.556944633
Km 109;-64.46666692;-4.554724969
Km 111;-64.44861491;-4.540834018
Km 126;-64.26639042;-4.496949252
Km 133;-64.23445287;-4.46028274
Km 135;-64.20888891;-4.450837335
Km 137;-64.20889468;-4.437785729
Km 160;-64.04833595;-4.318615634
Km 178;-63.89528124;-4.29889326
Km 215;-63.60472325;-4.156392406
Km 223;-63.55084253;-4.114447492
Km 239;-63.46556341;-4.028062126
Km 255;-63.32917381;-3.985835432
Km 263;-63.25777816;-3.969450092
Clareira 3;-64.72416719;-4.720004708
Clareira 10;-63.98167043;-4.315557092
Taia?u;-64.0144482;-4.360279557
RUC 4;-65.30093906;-4.86970111
Travessia 2;-63.16055556;-3.946111111
Techint;-63.1495993;-4.088866717
Ro?a do Sebasti?o;-64.87717358;-4.712623353
Victor;-64.47916667;-4.604166667
Tr?s Bocas;-64.49972222;-4.616944444
S?o Luiz;-64.03254473;-4.366866502
Curupira;-63.86639446;-4.308705161
Chapad?;-63.84708879;-4.296922142
Ponta da Maria Antonia;-63.49649859;-4.101483443
Cano do Lago Baixo;-64.998333;-2.838472
Paran? do Jarau?;-64.989875;-2.840972
S?o Raimundo do Jarau?;-64.92701;-2.865628
Geoglifo 1;-67.1974;-9.18317
Severino Batista;-67.51276;-10.031309
Los Angeles;-68.179398;-10.7133224
Xipamanu 1;-68.1582804;-10.7027602
Xipamanu 2;-68.1691461;-10.7023466
Rio Ina;-68.1893166;-10.7593939
Jarina;-68.151108;-10.762333
T?nue;-67.6806653;-10.4572517
Coquinho;-67.6944744;-10.3020423
Campo Limpo;-67.7274826;-10.601693
Faz. Crich?;-67.6892259;-10.5945125
Eletronorte 1;-67.9688927;-10.589008
Nakahara 57;-67.6660525;-10.2435457
BR-317;-67.6891767;-10.3617314
Camila;-67.7142123;-10.3507858
Campo Esperan?a;-67.7066138;-10.4383809
Dois C?rculos;-67.6569589;-10.2084688
Faz. Estela;-67.7156663;-10.262066
Faz. Nitcheroy 1;-67.6791505;-10.2580807
Faz. Nitcheroy 2;-67.684192;-10.2607182
Faz. Ponteio;-68.0752366;-10.6201052
Faz. S?o Paulo;-68.3147193;-10.6685271
Mauro Ribeiro;-67.7672774;-10.4476636
Itu / Capatar? 2;-67.8082617;-10.2827792
Ramal do Capatar?;-67.7221998;-10.3658211
Nova Mamor?;-65.3186829;-10.4388869
JK;-67.0645428;-9.72924204
Estrada Velha do Xapuri;-68.4077347;-10.6762351
Pi?arreira;-68.0944532;-10.6566389
Negreli;-67.0943237;-9.81365277
?guas Claras;-67.0988776;-9.80626559
Fazenda Aref;-67.0229212;-9.94503106
Tr?s Marias 4;-67.9061086;-10.6101642
Santa Isabel;-67.8030074;-10.5980065
Pantanal;-67.714581;-10.6635838
Campo da Maloca;-67.6958685;-10.6076267
Cicero Cara de Pau;-67.6653022;-10.5935919
Bimbarra;-67.6670555;-10.5685441
Corassal;-67.7139984;-10.3918379
Alceu.13;-67.4304557;-10.3738227
Belo Monte 4;-51.694964;-3.133039
Ramal dos Pretos;-67.3705835;-10.2146296
Fazenda Mustang;-67.5356958;-10.2667605
S?o Grabriel;-67.5950059;-10.24053
Basti?o da Mata;-67.2742223;-10.2180484
Novo Horizonte;-67.2728113;-10.1631465
Fazenda Dois Irm?os;-67.3880263;-10.1672235
Est. Santa Terezinha;-67.2089071;-10.1273653
Macei?;-67.3739462;-10.1000601
Boa Esperan?a;-67.3718388;-10.0963971
Nova Aldeia;-67.5304596;-10.1805157
Independ?ncia;-67.5823507;-10.1524346
Pedro Peixoto;-67.4916472;-10.1448058
F? em Deus;-67.4950714;-10.1306805
Sem nome (2);-67.8585105;-10.1554832
Coqueiral;-67.5091197;-10.0880952
Fazenda Iquiri;-67.4226735;-10.080162
Ramal Apu?;-67.2212163;-10.0640589
Cinco de Novembro;-67.2553409;-10.0337197
Fazenda liberato;-67.1048834;-10.0347202
Capoeira dos ?ndios;-67.14215492;-10.01481698
Fazenda tr?s Meninas;-67.1645512;-10.0170478
JD;-67.1895946;-9.99100452
Cachimbo;-66.8599883;-9.89114324
Ramal dos Batalhas;-67.9382176;-9.920685004
?gua Fria;-67.5116077;-9.81079712
?gua Boa;-67.5353649;-9.76713789
Calif?rnia;-67.4986618;-9.98755023
Fazenda Boi Verde;-67.4795487;-9.9609627
Sem nome (90);-66.9033374;-10.0402051
Cacau;-67.2828376;-9.96162772
Fazenda Igua?u;-67.3802597;-9.88451382
Ramal do Beb?;-67.4460848;-9.88005936
Irm?os Nunes;-67.2323838;-9.85535505
Dona Maria;-67.1929992;-9.76498642
Oco do Mundo;-67.196583;-9.74933832
Santa Rita de C?ssia;-67.2244417;-9.73051737
Nakahara 42;-66.988282;-10.1779383
Eletr?nica;-67.8201741;-10.6236795
Ramal Batista;-67.7903375;-10.3416959
Osvaldo Ribeiro;-67.7960911;-10.3224208
Geoglifo 13;-62.3034497;-11.8905778
Geoglifo 17;-62.3343139;-11.8927683
Santa Teresinha;-67.3129851;-10.087187
C?rculo e Delta;-67.707493;-10.5204907
Sem nome (134);-67.6042063;-10.3281222
Jos? Maiste;-67.3752874;-9.79374318
Pont?o;-67.8100925;-10.6136594
Sem nome;-66.0467019;-9.7734859
Maloquinha;-61.0068971;-13.4888286
Milit?o;-61.035626;-13.4142417
Pimenteiras (RO-CO-05);-61.0491931;-13.484362
Laranjeiras;-62.0086819;-13.3297577
Campo Bonito;-61.9037118;-13.2508137
Chico Barroso;-67.500579;-10.306762
Ramal Floresta;-66.948;-9.78472
Dois Quadrados;-67.0609;-10.061
Estrada 1;-67.1384;-9.74017
Estrada 2;-67.1614;-9.75821
Geoglifo 5;-67.2463;-9.10884
Santa Luzia II;-66.637;-9.79217
Fonte Boa;-67.3207;-10.074
Arlan;-67.1611;-10.2482
Geoglifo 6;-67.2037;-9.21965
Geoglifo 7;-67.2008;-9.2119
Geoglifo 8;-67.1956;-9.18611
Geoglifo 9;-67.2041;-9.18854
Geoglifo 10;-67.231;-9.21308
Geoglifo 11;-67.2443;-9.10936
Geoglifo 12;-67.2351;-9.10819
Geoglifo 13;-67.2133;-9.12831
Geoglifo 14;-67.2237;-9.15624
Geoglifo 15;-67.224;-9.15468
Geoglifo 16;-67.2261;-9.15799
Geoglifo 17;-67.2184;-9.15924
Geoglifo 18;-67.1659;-9.16723
Geoglifo 19;-67.1654;-9.17211
Geoglifo 20;-67.1645;-9.17741
Geoglifo 21;-67.1552;-9.18326
Geoglifo 22;-67.1494;-9.1544
Geoglifo 23;-67.1963;-9.05217
Geoglifo 24;-67.1883;-9.04473
Geoglifo 25;-67.2293;-9.01412
Geoglifo 26;-67.1419;-8.98931
Geoglifo 27;-67.1754;-9.00069
Geoglifo 28;-67.2666;-9.00851
Geoglifo 29;-67.2799;-9.58716
Geoglifo 30;-67.2734;-9.47248
Geoglifo 31;-67.1735;-9.56391
Geoglifo 32;-67.1698;-9.55974
Geoglifo 33;-67.1668;-9.54829
Geoglifo 34;-67.1675;-9.64017
Nakahara.AM.02;-67.0826;-8.73884
Geoglifo 35;-67.318;-10.0757
Santa Terezinha II;-67.3068;-10.094
Geoglifo 37;-67.3042;-10.0472
Nakahara.Ro.19;-64.2182;-12.2473
Circulo 1;-67.2599;-10.0022
Ret?ngulo Duplo e C?rculo - Col?nia Dois Irm?os;-67.0467;-10.1101
Geoglifo 41;-67.0448;-10.1111
Geoglifo 103;-67.9435;-9.33285
Nakahara 2;-66.9427;-9.8638
Nakahara 1;-66.941;-9.85634
Nakahara 3;-66.9621;-9.86857
Alceu.1;-66.9844;-9.91564
Geoglifo 47;-66.3419;-9.80639
Geoglifo 48;-66.3111;-9.80781
Geoglifo 49;-66.3479;-9.83723
Geoglifo 50;-66.3484;-9.81979
Geoglifo 51;-66.3215;-9.80802
Fazenda Iquiri II;-67.4103;-10.0714
Fazenda Iquiri III;-67.4158;-10.0664
Ivandra.1;-67.7245;-10.3045
Ramal Jarina;-67.7875;-10.3229
Nakahara 77;-68.422;-10.6938
Geoglifo 57;-68.4107;-10.7164
Geoglifo 58;-68.446;-10.7762
Geoglifo 59;-68.4518;-10.7831
Geoglifo 60;-68.4438;-10.7801
Fazenda S?o Paulo II;-68.3335;-10.6691
Geoglifo 63;-68.4699;-10.8305
Tr?s Marias 5;-67.8763;-10.6231
Campo Lindo 2;-67.7272;-10.6002
Nakahara 68;-67.7142;-10.5972
Geoglifo 68;-67.6701;-10.419
Geoglifo 69;-67.6724;-10.4162
Geoglifo 70;-67.624;-10.3811
Geoglifo 71;-67.658;-10.3811
Geoglifo 72;-67.7673;-10.5001
Geoglifo 73;-68.6237;-10.9424
Alceu.12;-67.5316;-10.3351
Geoglifo 75;-67.6338;-10.2845
Ramal do Capatar? 3;-67.7189;-10.3656
Ramal do Capatar? 2;-67.7208;-10.3646
Geoglifo 78;-67.1584;-9.74537
Aparecida do Norte;-67.1298;-9.72758
Geoglifo 80;-67.1727;-9.68446
Geoglifo 81;-67.1736;-9.68504
Morro Alto;-67.2129;-9.69825
Nakahara 50;-67.2715;-9.85483
Geoglifo 84;-67.1648;-9.9175
Nakahara 51;-67.2136;-9.80105
Alceu.10;-67.2205;-9.78186
Geoglifo 87;-67.2594;-9.73443
Nakahara 46;-67.2421;-9.73737
Geoglifo 89;-67.2303;-9.70933
Nakahara 5;-66.8633;-9.92153
Geoglifo 91;-66.6735;-9.76059
Vila Calif?rnia I;-66.6682;-9.72514
Geoglifo 93;-66.5078;-9.65593
Alceu.Ro 03;-66.4193;-9.77016
Geoglifo Extrema;-66.4157;-9.77628
Geoglifo 96;-66.4043;-9.68562
Geoglifo 97;-66.3699;-9.66405
Geoglifo 98;-66.2683;-9.69945
Geoglifo 99;-68.7846;-10.9434
Geoglifo 100;-69.6016;-10.8686
Chico Mendes I;-69.122;-10.7564
Geoglifo 102;-67.9179;-9.71893
Sobrevoo AM 17;-66.8173;-9.79252
Geoglifo 104;-67.9999;-9.37131
Geoglifo 105;-67.3828;-9.60249
Geoglifo 106;-67.2696;-9.69258
Nakahara 34;-67.0662;-10.0794
Quadrado 1;-67.0904;-10.1296
C?rculo duplo;-67.0342;-10.1274
Geoglifo 110;-67.0461;-10.1459
Geoglifo 111;-67.0479;-10.1486
Nakahara 39;-67.0482;-10.151
Geoglifo 113;-66.9915;-10.1498
Nakahara 11;-67.0712;-10.2702
Geoglifo 116;-67.3512;-10.1683
Nakahara 37;-67.5564;-10.1337
Geoglifo 118;-67.19;-10.0667
Alceu.02;-67.0003;-9.96458
Alceu 5;-66.9997;-9.91743
Sebasti?o Mapiari (AM-LA-11);-64.807546;-7.273898
Geoglifo 122;-65.7304;-9.61585
Geoglifo Sol de Campinas;-67.3091;-10.0578
V?rios Geoglifos;-66.3462;-9.8111
Sol do Alceu;-69.5328;-10.9121
Ajar?;-49.97527595;-2.683633426
Badaj?s;-49.99849163;-2.617456076
Balieiro;-49.97577556;-2.794352696
Boa Vista;-50.20363496;-2.104191213
Boa Vista da Campina;-50.33150592;-2.237742714
